Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
1,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,11.5
1,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,10.5
1,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,13.5
1,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,10.5
1,0.57,0.445,0.16,1.0145,0.516,0.16399999999999998,0.3,11.5
0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,16.5
0,0.53,0.425,0.15,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999,9.5
0,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,10.5
0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,11.5
1,0.665,0.535,0.195,1.6059999999999999,0.5755,0.38799999999999996,0.48,15.5
0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,11.5
0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,13.5
0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,10.5
1,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,11.5
0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,14.5
1,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,9.5
1,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,17.5
1,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,11.5
0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,18.5
1,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,14.5
0,0.52,0.41,0.17,0.8705,0.3735,0.21899999999999997,0.25,15.5
1,0.73,0.585,0.225,2.2305,1.2395,0.42200000000000004,0.563,15.5
1,0.645,0.5,0.19,1.229,0.524,0.278,0.395,18.5
1,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,9.5
1,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,10.5
1,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,12.5
1,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,20.5
1,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305,11.5
0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,10.5
0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,11.5
1,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,11.5
0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,9.5
0,0.48,0.38,0.145,0.59,0.23199999999999998,0.141,0.23,13.5
1,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,12.5
1,0.255,0.18,0.065,0.079,0.034,0.013999999999999999,0.025,6.5
1,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,11.5
1,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,9.5
0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,9.5
1,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,15.5
1,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36,12.5
0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,24.5
1,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,11.5
0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,11.5
1,0.415,0.315,0.115,0.3895,0.2015,0.065,0.10300000000000001,10.5
0,0.58,0.45,0.15,0.92,0.39299999999999996,0.212,0.2895,10.5
1,0.6,0.45,0.16,1.1420000000000001,0.539,0.225,0.307,11.5
0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,11.5
1,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,15.5
0,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,14.5
1,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,10.5
1,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,9.5
1,0.59,0.5,0.15,1.1420000000000001,0.485,0.265,0.345,10.5
1,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,21.5
1,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,11.5
0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,18.5
1,0.57,0.44,0.155,1.1159999999999999,0.4775,0.2315,0.27,14.5
0,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,13.5
1,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,11.5
0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,9.5
1,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,18.5
0,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,11.5
0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,11.5
1,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,12.5
0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,10.5
0,0.475,0.35,0.115,0.48700000000000004,0.19399999999999998,0.1455,0.125,14.5
1,0.72,0.545,0.195,1.7475,0.8215,0.38299999999999995,0.4705,12.5
0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,13.5
0,0.575,0.47,0.155,1.1159999999999999,0.509,0.23800000000000002,0.34,11.5
0,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,8.5
1,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,14.5
1,0.67,0.5,0.2,1.2690000000000001,0.5760000000000001,0.2985,0.35100000000000003,12.5
1,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,14.5
0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,8.5
0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,11.5
1,0.55,0.41,0.15,0.785,0.282,0.18600000000000003,0.275,13.5
1,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,17.5
0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,13.5
0,0.63,0.5,0.175,1.1105,0.467,0.268,0.32899999999999996,11.5
0,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,14.5
1,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,14.5
0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,11.5
1,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,10.5
0,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,10.5
1,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,15.5
1,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,13.5
0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,15.5
0,0.345,0.255,0.1,0.19699999999999998,0.071,0.051,0.06,10.5
1,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,9.5
0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.35600000000000004,10.5
0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,10.5
0,0.59,0.465,0.15,0.997,0.392,0.24600000000000002,0.34,13.5
0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,15.5
0,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,10.5
1,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,18.5
0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,7.5
0,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,10.5
1,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,17.5
1,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,11.5
0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,17.5
0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,22.5
1,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,10.5
0,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,10.5
1,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,17.5
1,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,10.5
0,0.645,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.355,14.5
1,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,11.5
1,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,11.5
1,0.5,0.405,0.14,0.6155,0.24100000000000002,0.1355,0.205,10.5
1,0.595,0.45,0.14,0.838,0.3965,0.19399999999999998,0.217,11.5
0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,9.5
0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,15.5
0,0.61,0.48,0.16,1.234,0.598,0.23800000000000002,0.315,13.5
1,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.37200000000000005,11.5
0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,16.5
1,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,12.5
0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,12.5
0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,12.5
0,0.66,0.525,0.16,1.2770000000000001,0.4975,0.319,0.39399999999999996,14.5
0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,8.5
1,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001,9.5
1,0.595,0.45,0.145,0.9590000000000001,0.46299999999999997,0.2065,0.2535,11.5
1,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,13.5
1,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,11.5
0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,11.5
1,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,19.5
0,0.525,0.42,0.16,0.7559999999999999,0.2745,0.17300000000000001,0.275,10.5
0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,13.5
0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,10.5
1,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,13.5
1,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,14.5
1,0.555,0.45,0.175,0.8740000000000001,0.3275,0.20199999999999999,0.305,11.5
1,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,11.5
1,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,22.5
0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,13.5
0,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,12.5
1,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,10.5
1,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,9.5
1,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,12.5
0,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,11.5
1,0.565,0.44,0.115,0.9185,0.40399999999999997,0.1785,0.29,12.5
1,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,18.5
0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,19.5
0,0.71,0.565,0.195,1.817,0.785,0.49200000000000005,0.49,12.5
1,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,19.5
0,0.55,0.43,0.125,0.9229999999999999,0.4035,0.175,0.28300000000000003,9.5
0,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,11.5
1,0.7,0.55,0.2,1.5230000000000001,0.693,0.306,0.4405,14.5
0,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195,16.5
1,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,11.5
0,0.58,0.445,0.15,0.858,0.4,0.156,0.253,9.5
0,0.57,0.44,0.19,1.018,0.447,0.207,0.265,10.5
0,0.685,0.565,0.175,1.6380000000000001,0.7775,0.375,0.43799999999999994,12.5
1,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,11.5
1,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,11.5
1,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,11.5
1,0.495,0.39,0.15,0.853,0.3285,0.18899999999999997,0.27,15.5
1,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,10.5
0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,14.5
0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,9.5
1,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,10.5
1,0.6,0.46,0.155,0.6655,0.285,0.149,0.26899999999999996,12.5
0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,9.5
1,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,11.5
0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,17.5
0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,13.5
0,0.595,0.465,0.155,1.026,0.4645,0.11199999999999999,0.305,13.5
0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,15.5
1,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085,10.5
0,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,13.5
1,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,10.5
0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,14.5
1,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,12.5
0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,11.5
0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,8.5
0,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245,9.5
1,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,14.5
0,0.46,0.355,0.13,0.45799999999999996,0.192,0.1055,0.13,14.5
0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,11.5
0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,12.5
0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,10.5
0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,10.5
1,0.605,0.47,0.115,1.114,0.3925,0.29100000000000004,0.31,16.5
0,0.445,0.33,0.105,0.4525,0.18,0.10300000000000001,0.12300000000000001,10.5
0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,8.5
1,0.6,0.46,0.155,0.9595,0.4455,0.18899999999999997,0.295,12.5
1,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,11.5
1,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,9.5
0,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,11.5
0,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,13.5
1,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,14.5
1,0.415,0.345,0.135,0.3865,0.128,0.07,0.14800000000000002,14.5
1,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,9.5
1,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16,12.5
1,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.28300000000000003,10.5
0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,20.5
1,0.65,0.51,0.155,1.4069999999999998,0.7215,0.298,0.335,10.5
1,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,12.5
0,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,14.5
0,0.585,0.42,0.155,1.034,0.43700000000000006,0.2225,0.32,12.5
0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,12.5
0,0.55,0.43,0.155,0.785,0.289,0.22699999999999998,0.233,12.5
0,0.635,0.505,0.165,1.251,0.5770000000000001,0.22699999999999998,0.3825,12.5
1,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,10.5
0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,14.5
0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,11.5
1,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,10.5
1,0.69,0.54,0.185,1.6195,0.5329999999999999,0.353,0.555,25.5
0,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,10.5
1,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,11.5
0,0.515,0.405,0.12,0.6459999999999999,0.2895,0.1405,0.177,11.5
1,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,12.5
0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,12.5
1,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,17.5
1,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,9.5
1,0.445,0.345,0.14,0.47600000000000003,0.2055,0.1015,0.1085,16.5
0,0.605,0.515,0.17,1.2890000000000001,0.6,0.2945,0.3315,10.5
0,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,10.5
0,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,12.5
1,0.605,0.475,0.18,0.9365,0.39399999999999996,0.21899999999999997,0.295,16.5
1,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,11.5
0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,24.5
0,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,11.5
1,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,10.5
1,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,13.5
0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,13.5
1,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,10.5
0,0.535,0.42,0.15,0.7365,0.2785,0.18600000000000003,0.215,15.5
1,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335,9.5
0,0.645,0.535,0.19,1.2395,0.46799999999999997,0.2385,0.424,11.5
1,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,11.5
1,0.595,0.475,0.17,1.0965,0.419,0.22899999999999998,0.35,18.5
1,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,12.5
0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,12.5
0,0.52,0.405,0.14,0.6915,0.276,0.13699999999999998,0.215,12.5
0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,13.5
1,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,15.5
1,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,17.5
1,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,13.5
0,0.55,0.465,0.15,1.082,0.3575,0.19399999999999998,0.19,15.5
1,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,10.5
0,0.63,0.475,0.15,1.172,0.536,0.254,0.316,12.5
1,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,9.5
1,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,10.5
0,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,9.5
1,0.335,0.25,0.09,0.18100000000000002,0.0755,0.0415,0.06,8.5
0,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,20.5
0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,11.5
1,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,12.5
0,0.475,0.4,0.115,0.541,0.18600000000000003,0.1025,0.21,14.5
0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,12.5
1,0.69,0.505,0.2,1.8719999999999999,0.893,0.4015,0.48,11.5
1,0.595,0.46,0.14,0.852,0.4215,0.2255,0.22699999999999998,10.5
1,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,12.5
0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,14.5
0,0.345,0.25,0.09,0.203,0.078,0.059000000000000004,0.055,7.5
1,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,7.5
1,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,16.5
0,0.665,0.525,0.18,1.5785,0.6779999999999999,0.22899999999999998,0.456,15.5
1,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,13.5
1,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,12.5
1,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,11.5
0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,11.5
1,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,13.5
1,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,10.5
1,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,16.5
1,0.615,0.475,0.15,1.0375,0.47600000000000003,0.2325,0.28300000000000003,10.5
0,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,11.5
1,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,8.5
0,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,10.5
0,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,11.5
1,0.595,0.475,0.14,0.9440000000000001,0.3625,0.18899999999999997,0.315,10.5
1,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,17.5
1,0.45,0.35,0.13,0.46,0.174,0.111,0.135,9.5
1,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,10.5
0,0.695,0.525,0.205,1.8185,0.8190000000000001,0.4025,0.4525,14.5
1,0.52,0.425,0.155,0.7735,0.297,0.12300000000000001,0.255,18.5
0,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,13.5
1,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,10.5
1,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,12.5
0,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,8.5
0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,13.5
1,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,10.5
1,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,14.5
0,0.65,0.505,0.165,1.16,0.4785,0.27399999999999997,0.349,12.5
1,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,11.5
1,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,14.5
1,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,12.5
1,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,20.5
0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,14.5
1,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,15.5
0,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,12.5
1,0.425,0.35,0.105,0.39299999999999996,0.13,0.063,0.165,10.5
1,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,13.5
1,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,6.5
1,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,16.5
0,0.725,0.53,0.19,1.7315,0.83,0.39799999999999996,0.405,12.5
0,0.655,0.455,0.17,1.275,0.583,0.303,0.33299999999999996,9.5
1,0.605,0.49,0.165,1.1245,0.49200000000000005,0.222,0.3555,12.5
0,0.55,0.425,0.14,0.9520000000000001,0.4895,0.1945,0.2185,8.5
0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,10.5
1,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,24.5
1,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,15.5
1,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,9.5
1,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,13.5
0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,11.5
0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,10.5
0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,10.5
1,0.655,0.525,0.16,1.46,0.6859999999999999,0.311,0.405,12.5
0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,14.5
1,0.505,0.385,0.145,0.6775,0.23600000000000002,0.179,0.2,16.5
1,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19,10.5
1,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,12.5
1,0.525,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455,9.5
1,0.605,0.455,0.16,1.1035,0.42100000000000004,0.3015,0.325,10.5
1,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,10.5
0,0.61,0.47,0.16,1.0745,0.4925,0.23600000000000002,0.29,9.5
1,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,11.5
1,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,8.5
1,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.445,21.5
1,0.53,0.41,0.125,0.769,0.34600000000000003,0.17300000000000001,0.215,10.5
0,0.61,0.47,0.165,1.1785,0.5660000000000001,0.2785,0.294,12.5
1,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,13.5
0,0.66,0.53,0.17,1.431,0.622,0.309,0.39799999999999996,11.5
1,0.585,0.455,0.14,0.97,0.462,0.185,0.295,10.5
1,0.67,0.54,0.175,1.482,0.7390000000000001,0.2925,0.365,11.5
1,0.65,0.525,0.185,1.6219999999999999,0.6645,0.3225,0.47700000000000004,11.5
1,0.475,0.375,0.125,0.593,0.27699999999999997,0.115,0.18,11.5
1,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,12.5
0,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,11.5
1,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,12.5
0,0.72,0.575,0.17,1.9335,0.9129999999999999,0.389,0.51,14.5
0,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785,9.5
0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,21.5
1,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,10.5
1,0.49,0.38,0.14,0.7605,0.245,0.16699999999999998,0.185,11.5
0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,10.5
1,0.565,0.47,0.195,1.1420000000000001,0.387,0.258,0.35,18.5
1,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,11.5
1,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,12.5
1,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,11.5
1,0.515,0.41,0.14,0.7355,0.3065,0.13699999999999998,0.2,8.5
1,0.47,0.365,0.12,0.612,0.327,0.15,0.14,9.5
1,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,12.5
0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,12.5
1,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,9.5
0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,9.5
0,0.465,0.355,0.115,0.4705,0.1955,0.11800000000000001,0.126,8.5
0,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,12.5
1,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,12.5
0,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,11.5
1,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,13.5
1,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,11.5
1,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,9.5
0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,14.5
1,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,13.5
0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,14.5
0,0.51,0.375,0.11,0.5805,0.2865,0.11800000000000001,0.14800000000000002,8.5
0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,13.5
1,0.735,0.57,0.21,2.2355,1.1705,0.46299999999999997,0.5315,11.5
1,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,8.5
0,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,10.5
1,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,10.5
1,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,16.5
0,0.555,0.42,0.14,0.868,0.33,0.243,0.21,14.5
0,0.725,0.56,0.21,2.141,0.65,0.39799999999999996,1.005,19.5
0,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,11.5
1,0.405,0.31,0.1,0.385,0.17300000000000001,0.0915,0.11,8.5
0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,14.5
1,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995,9.5
