fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6.5,0.41,0.49,18.8,0.045,44.5,120.0,0.99251,3.19,0.42,10.6
6.8,0.31,0.32,3.0,0.049,64.0,126.0,0.9915799999999999,3.63,0.77,9.2
9.4,0.33,0.28,8.2,0.044000000000000004,34.0,98.0,0.9963,3.15,0.47,12.1
7.1,0.11,0.27,8.0,0.036000000000000004,44.0,178.0,0.99577,3.09,0.37,12.9
5.8,0.15,0.36,2.2,0.059000000000000004,50.0,138.0,0.9963,3.35,0.52,11.6
7.2,0.27,0.39,5.0,0.054000000000000006,28.0,135.0,0.9927,3.04,0.53,10.3
7.4,0.29,0.34,12.9,0.05,23.0,128.0,0.9914299999999999,3.15,0.53,11.9
7.3,0.26,0.26,4.9,0.057999999999999996,39.0,123.0,0.9933799999999999,2.96,0.7,10.6
6.4,0.25,0.3,1.4,0.009000000000000001,40.5,173.0,0.9975,3.13,0.55,9.4
7.6,0.19,0.32,8.0,0.03,48.0,89.0,0.9928,3.08,0.54,12.9
6.5,0.26,0.41,1.0,0.045,34.0,157.0,0.9934,3.02,0.48,11.6
5.8,0.25,0.28,9.4,0.033,25.0,196.0,0.9906200000000001,3.44,0.39,9.0
6.6,0.24,0.34,1.3,0.055,28.0,366.5,0.9922,3.27,0.51,9.4
6.7,0.21,0.36,1.1,0.052000000000000005,11.0,105.0,0.9942,3.13,0.7,10.4
6.2,0.25,0.21,11.9,0.059000000000000004,58.0,171.0,0.9915799999999999,3.12,0.55,11.0
5.0,0.35,0.62,2.7,0.032,65.0,138.0,0.9972799999999999,3.06,0.51,10.0
6.5,0.23,0.49,2.6,0.027000000000000003,22.0,147.0,0.9955,3.34,0.51,10.0
8.0,0.29,0.23,4.9,0.045,48.0,101.0,0.998,3.08,0.49,10.6
7.7,0.49,0.28,2.9,0.055999999999999994,51.0,216.0,0.99159,3.04,0.43,12.2
6.0,0.15,0.3,17.5,0.027000000000000003,35.0,99.0,0.997,3.12,0.69,11.7
6.8,0.25,0.28,5.5,0.031,11.0,110.0,0.9940000000000001,3.15,0.45,9.5
7.8,0.38,0.28,5.1,0.042,25.0,96.0,0.9944,3.1,0.68,9.2
6.3,0.33,0.15,10.0,0.07,36.0,163.0,0.9952,3.4,0.38,11.2
7.4,0.24,0.3,13.8,0.045,11.0,173.0,0.9967,3.34,0.53,12.0
5.5,0.24,0.45,8.0,0.042,16.0,101.0,0.9928,3.11,0.54,10.1
6.7,0.29,0.36,8.6,0.035,4.0,157.0,0.9928,3.27,0.74,9.2
7.7,0.32,0.26,4.0,0.032,56.0,184.0,0.9918799999999999,3.16,0.54,10.4
5.9,0.19,0.45,4.3,0.046,55.0,118.0,0.99855,3.2,0.67,10.2
7.9,0.33,0.34,1.0,0.051,8.0,174.0,0.9941,3.33,0.56,10.8
7.0,0.27,0.22,2.1,0.040999999999999995,11.0,101.0,0.99036,3.24,0.46,9.2
5.8,0.26,0.22,11.0,0.047,51.0,195.0,0.993,3.26,0.51,10.6
6.4,0.19,0.5,13.9,0.04,58.0,117.0,0.99018,3.12,0.44,10.7
6.3,0.34,0.22,9.4,0.054000000000000006,6.0,180.0,0.9966,3.06,0.46,12.3
6.5,0.43,0.39,1.5,0.031,30.0,155.0,0.9990000000000001,3.22,0.53,12.8
6.4,0.19,0.42,6.9,0.033,76.0,179.0,0.99702,2.99,0.43,9.2
6.0,0.23,0.22,3.0,0.04,29.0,76.0,0.995,3.3,0.49,8.6
6.7,0.18,0.31,1.1,0.043,70.0,93.0,0.99144,3.14,0.46,12.3
6.7,0.25,0.23,6.8,0.037000000000000005,17.0,89.0,0.99006,3.03,0.51,9.5
5.8,0.27,0.1,1.4,0.05,54.0,173.0,0.9992200000000001,3.09,0.53,12.0
9.2,0.15,0.35,1.0,0.063,53.0,125.0,0.9984,3.3,0.49,10.8
6.9,0.25,0.74,7.4,0.046,25.0,162.0,0.9911,3.22,0.59,11.0
6.7,0.21,0.32,4.75,0.05,37.0,199.0,0.9892,3.15,0.55,8.8
8.4,0.155,0.28,16.55,0.055999999999999994,53.0,94.0,0.997,3.48,0.43,9.1
7.7,0.26,0.28,1.1,0.046,35.0,170.0,0.9963,3.09,0.36,13.1
7.0,0.285,0.41,10.3,0.06,20.0,118.0,0.9990700000000001,3.13,0.44,8.7
5.9,0.29,0.29,11.8,0.046,48.0,150.0,0.9954,3.33,0.37,9.9
7.1,0.3,0.24,1.3,0.038,15.0,160.0,0.99425,2.99,0.69,12.3
7.4,0.17,0.72,1.4,0.044000000000000004,31.0,99.0,0.99672,3.15,0.5,9.8
6.5,0.18,0.33,1.4,0.03,18.0,173.0,0.9898,3.25,0.53,8.8
6.6,0.26,0.25,3.8,0.036000000000000004,34.0,143.0,0.9990000000000001,3.14,0.56,11.2
5.1,0.26,0.27,12.8,0.033,24.0,122.0,0.9931,3.14,0.34,12.6
6.8,0.24,0.18,2.1,0.039,38.0,119.0,0.9989,2.94,0.74,11.0
7.4,0.22,0.3,2.1,0.040999999999999995,38.0,173.0,0.9932,3.18,0.52,8.9
7.6,0.57,0.37,3.7,0.038,38.0,164.0,0.9916,3.22,0.34,9.7
7.0,0.16,0.3,6.8,0.03,28.0,183.0,0.9913200000000001,3.44,0.49,13.7
7.2,0.24,0.25,10.2,0.055999999999999994,19.0,124.0,0.9918399999999999,3.18,0.43,12.0
7.1,0.23,0.24,11.75,0.063,50.0,234.0,0.9954,3.3,0.44,12.8
6.7,0.18,0.36,2.1,0.04,24.0,120.0,0.9902,3.06,0.4,11.3
6.3,0.29,0.37,1.9,0.031,48.0,145.0,0.9990700000000001,3.24,0.46,10.3
6.1,0.255,0.38,5.3,0.042,21.0,135.0,0.98834,3.11,0.48,10.9
6.6,0.27,0.22,5.9,0.055999999999999994,67.0,218.5,0.9958,2.89,0.49,12.4
7.3,0.19,0.34,1.3,0.068,21.0,155.0,0.99136,3.03,0.78,9.5
6.4,0.25,0.25,4.3,0.039,33.0,228.0,0.991,3.33,0.55,10.7
7.2,0.39,0.3,1.2,0.039,37.0,251.0,0.9910399999999999,3.12,0.48,9.6
6.7,0.35,0.27,1.2,0.031,22.0,136.0,0.99282,3.1,0.38,9.7
6.9,0.19,0.4,7.5,0.026000000000000002,43.0,134.0,0.9986,3.14,0.74,12.8
6.3,0.18,0.38,11.6,0.046,64.0,154.0,0.9923200000000001,3.04,0.51,10.5
6.7,0.16,0.49,11.1,0.048,53.0,138.0,0.9927299999999999,3.12,0.45,9.4
6.7,0.24,0.36,6.4,0.044000000000000004,25.0,181.0,0.9975799999999999,3.33,0.47,9.9
7.6,0.2,0.38,17.2,0.040999999999999995,21.0,103.0,0.9974,3.11,0.39,9.5
6.1,0.2,0.28,1.3,0.047,51.0,147.0,0.9912,2.93,0.44,9.3
6.0,0.16,0.44,4.6,0.044000000000000004,33.0,105.0,0.9895299999999999,3.05,0.46,9.3
6.4,0.145,0.28,1.8,0.035,18.0,107.0,0.9917,3.1,0.5,9.1
7.2,0.25,0.33,12.1,0.053,24.0,79.0,0.9934,3.31,0.51,8.6
5.8,0.26,0.18,9.7,0.05,14.0,107.0,0.9945200000000001,3.22,0.48,9.4
7.4,0.21,0.31,1.0,0.027000000000000003,57.0,75.0,0.9986200000000001,3.32,0.42,12.0
6.6,0.3,0.27,1.5,0.051,52.5,202.0,0.9991,2.95,0.4,12.3
6.4,0.22,0.3,12.0,0.027000000000000003,29.0,135.0,0.9903200000000001,3.43,0.6,12.9
6.5,0.23,0.32,15.5,0.044000000000000004,25.0,173.0,0.99166,3.23,0.45,13.0
8.4,0.43,0.36,6.5,0.024,28.0,213.0,0.9943,3.29,0.5,8.7
7.6,0.23,0.35,3.8,0.048,21.0,170.0,0.9948799999999999,3.29,0.54,9.0
9.0,0.16,0.51,6.4,0.054000000000000006,20.0,183.0,0.991,3.02,0.38,9.5
5.5,0.4,0.27,12.7,0.069,43.0,117.0,0.9936,3.26,0.44,8.9
6.4,0.22,0.33,17.8,0.048,39.0,179.0,0.9974200000000001,3.12,0.65,10.7
7.6,0.26,0.36,1.5,0.062,37.0,145.0,0.99224,3.13,0.44,9.6
8.2,0.31,0.74,4.0,0.04,22.0,202.0,0.9927799999999999,3.24,0.5,11.4
8.9,0.235,0.48,8.6,0.040999999999999995,32.0,62.0,0.9971,3.13,0.51,10.2
6.9,0.32,0.16,11.2,0.044000000000000004,34.0,95.0,0.9923,3.06,0.35,9.5
7.7,0.23,0.28,6.7,0.07,27.0,122.0,0.9937,3.1,0.62,12.0
6.2,0.25,0.41,8.9,0.031,87.0,118.0,0.99098,3.09,0.55,11.4
8.0,0.17,0.2,3.3,0.047,54.0,102.0,0.9956,3.39,0.56,11.8
7.6,0.37,0.49,8.5,0.045,28.0,98.0,0.9931,3.38,0.56,10.3
6.7,0.28,0.36,11.8,0.032,51.0,151.0,0.9980700000000001,3.07,0.47,12.7
6.2,0.43,0.74,1.3,0.034,23.0,129.0,0.9952,3.14,0.52,9.8
6.3,0.35,0.37,10.7,0.042,37.0,117.0,0.9968,3.18,0.4,9.4
7.1,0.34,0.36,15.3,0.055,23.0,75.0,0.9914200000000001,2.94,0.47,12.9
6.9,0.2,0.4,4.9,0.044000000000000004,33.0,111.0,1.0012,3.38,0.48,9.5
6.6,0.25,0.38,10.0,0.066,48.5,150.0,0.99364,3.11,0.36,11.3
7.0,0.41,0.55,4.7,0.063,14.0,133.0,0.9894,3.18,0.46,10.4
7.8,0.2,0.3,1.1,0.026000000000000002,20.0,224.0,0.99782,3.57,0.54,10.7
7.4,0.25,0.37,8.1,0.043,9.0,155.0,0.9918,3.26,0.42,11.3
9.1,0.15,0.28,1.4,0.038,11.0,195.0,0.9937,2.96,0.41,12.5
7.1,0.32,0.49,1.2,0.057999999999999996,32.0,140.0,0.99254,3.16,0.45,10.4
6.3,0.3,0.29,12.4,0.044000000000000004,21.0,120.0,0.9923,3.23,0.53,11.7
7.7,0.17,0.04,1.6,0.05,26.0,176.0,0.9963,3.34,0.4,9.0
6.2,0.2,0.28,1.2,0.053,26.0,151.0,0.9931,3.11,0.68,9.4
6.8,0.51,0.33,9.8,0.044000000000000004,14.0,132.0,0.993,3.07,0.49,9.4
7.6,0.34,0.28,10.2,0.036000000000000004,24.0,120.0,0.9944,3.04,0.39,9.5
6.6,0.09,0.45,4.2,0.045,65.0,132.0,0.996,3.18,0.46,9.3
6.3,0.23,0.22,1.5,0.045,42.0,121.0,0.9951,3.14,0.49,8.8
9.8,0.18,0.25,7.8,0.042,24.0,151.0,0.99269,3.39,0.38,9.9
6.5,0.27,0.28,8.1,0.042,58.0,110.0,0.991,3.06,0.56,10.0
8.2,0.21,0.29,1.9,0.045,56.0,136.0,0.99772,3.32,0.64,12.5
6.8,0.21,0.54,2.4,0.04,53.0,134.0,0.9896299999999999,3.35,1.0,9.4
5.8,0.16,0.41,1.7,0.044000000000000004,45.0,127.0,0.99067,3.11,0.45,11.8
8.8,0.18,0.35,9.9,0.046,29.0,155.0,0.9926799999999999,2.96,0.43,13.1
6.3,0.26,0.28,1.8,0.049,12.0,134.0,0.9918,2.93,0.48,9.5
6.8,0.15,0.37,1.4,0.045,34.0,113.0,0.9950200000000001,3.67,0.51,12.8
6.7,0.25,0.27,1.2,0.036000000000000004,23.0,145.0,0.9904,3.03,0.48,9.1
