id,Был негативный опыт кредитов,Был позитивный опыт кредитов,Вернул кредит,Возраст,"Доход в месяц, руб",Количество кредитных карт,Количество лет на последней работе,Количество объектов недвижимости в собственности,Уровень образования
90305,0,1,1,32,11181,1,5,0,3
90306,0,1,1,33,8144,1,3,6,2
90307,0,0,1,47,22124,3,3,0,2
90308,0,0,1,33,214736,2,6,0,3
90309,0,1,1,28,675431,3,9,2,2
90310,0,1,1,45,14813,1,5,2,3
90311,0,0,1,37,18269,3,13,4,2
90312,0,0,0,49,153585,2,3,3,2
90313,0,1,0,36,4716,3,2,2,1
90314,0,1,1,46,96593,1,3,0,2
90315,1,1,0,32,16394,5,3,2,2
90316,0,0,1,32,66852,3,4,0,2
90317,0,0,1,42,16718,3,4,0,4
90318,0,1,1,49,7224,2,9,0,2
90319,0,1,1,31,24317,2,14,9,2
90320,0,0,1,40,347416,2,4,1,3
90321,0,1,1,44,423410,3,9,8,3
90322,0,0,1,46,23360,1,4,0,3
90323,0,0,1,21,24826,4,3,8,2
90324,1,0,1,32,16855,1,14,0,2
90325,0,1,1,44,13209,2,22,10,2
90326,0,0,1,49,417496,2,12,0,3
90327,0,0,1,31,659100,4,3,0,2
90328,0,0,1,31,65335,1,13,0,3
90329,0,1,1,34,17100,6,3,1,2
90330,0,1,1,31,29418,2,3,0,2
90331,0,0,0,36,334798,3,17,1,2
90332,0,0,1,34,19109,2,4,0,2
90333,0,0,1,33,143411,5,16,2,2
90334,0,0,1,44,101381,2,3,0,2
90335,0,0,0,37,183386,4,11,3,1
90336,1,0,0,38,17763,2,4,0,1
90337,0,0,0,30,16555,4,3,1,1
90338,0,1,1,31,97497,8,25,0,2
90339,0,1,1,31,23584,6,4,0,3
90340,0,1,1,29,257564,2,15,0,2
90341,0,0,1,20,24198,7,4,4,2
90342,0,1,1,39,212203,2,6,0,2
90343,0,1,0,38,425382,2,4,0,2
90344,0,0,0,34,11775,2,9,12,3
90345,0,0,1,44,10944,3,4,7,2
90346,0,1,0,34,23256,2,3,5,2
90347,0,0,1,37,18882,1,3,4,3
90348,1,0,1,33,223318,3,4,2,3
90349,0,1,1,32,42269,2,4,8,2
90350,0,0,0,45,671635,2,3,4,1
90351,0,1,0,36,17814,2,12,8,3
90352,0,1,0,36,21998,3,24,0,3
90353,0,1,1,69,221397,3,2,0,2
90354,0,0,1,44,10439,1,3,7,4
90355,1,0,1,56,21934,4,4,7,1
90356,0,0,0,24,15594,6,4,0,3
90357,0,0,0,30,21648,4,3,4,3
90358,0,1,1,52,77824,6,5,0,2
90359,0,1,1,51,227084,2,8,3,2
90360,0,0,1,54,227454,2,3,6,3
90361,0,0,0,42,20173,4,4,0,2
90362,0,0,1,34,24034,2,9,4,4
90363,0,1,1,34,18407,5,2,7,5
90364,0,0,1,42,494306,1,9,0,2
90365,0,1,1,30,89628,1,16,0,3
90366,0,0,1,32,182544,5,4,0,3
90367,0,1,1,23,22421,4,19,0,3
90368,0,1,1,51,16513,10,18,0,3
90369,0,1,0,37,16822,2,9,7,2
90370,0,1,1,55,272807,3,16,3,3
90371,0,0,0,46,11763,7,9,0,2
90372,0,0,1,31,38323,2,3,5,2
90373,0,0,1,43,318615,2,2,0,2
90374,0,1,1,30,21244,2,3,3,2
90375,0,1,0,35,714467,2,4,3,3
90376,0,1,0,24,20310,1,8,7,3
90377,0,1,1,40,54958,2,0,0,2
90378,0,0,1,51,673727,4,6,0,2
90379,1,0,1,47,260006,6,3,7,2
90380,0,1,0,32,6027,5,16,17,3
90381,0,0,1,29,96827,2,12,0,2
90382,0,1,1,35,11745,2,20,0,3
90383,0,0,1,42,16193,2,3,0,1
90384,0,1,1,45,86972,1,3,0,3
90385,0,0,1,32,96480,2,3,0,1
90386,0,0,1,29,405925,2,3,7,2
90387,0,1,1,38,24909,5,3,0,3
90388,0,0,1,29,61348,2,3,0,1
90389,0,1,1,37,32150,2,4,9,2
90390,1,1,1,41,547799,1,5,0,2
90391,0,1,0,38,13321,3,4,0,4
90392,0,1,1,37,460495,1,3,0,3
90393,0,0,0,32,13196,1,4,1,2
90394,0,0,1,45,20375,2,2,0,3
90395,0,1,1,33,439700,2,8,2,3
90396,0,0,1,36,141426,2,5,5,2
90397,0,0,1,24,21107,5,1,5,2
90398,0,0,1,37,49460,2,22,0,3
90399,1,0,0,43,21095,2,3,3,2
90400,0,1,1,45,24900,4,4,7,3
90401,0,1,0,25,341257,4,8,10,2
90402,1,1,1,29,22540,4,5,5,3
90403,0,1,1,32,237927,5,9,10,2
90404,0,1,0,37,22027,2,13,0,2
90405,0,1,0,35,315216,2,3,0,3
90406,0,0,1,37,50963,2,5,5,4
90407,0,1,1,41,269926,3,10,7,2
90408,0,0,1,28,266590,2,17,1,1
90409,0,0,1,32,269929,3,4,4,3
90410,0,0,1,31,165756,4,11,0,2
90411,0,1,1,37,74718,3,7,0,1
90412,0,0,0,35,20875,4,4,2,2
90413,0,0,1,50,19388,2,3,4,2
90414,0,1,0,32,191519,5,14,0,5
90415,0,0,1,31,230021,1,2,3,2
90416,0,0,1,36,24501,4,1,10,3
90417,0,1,0,40,108989,6,4,11,3
90418,0,0,1,26,135498,1,4,0,3
90419,0,1,1,34,20024,2,2,0,2
90420,0,0,1,40,437719,3,3,0,2
90421,0,0,1,46,11720,2,6,0,3
90422,0,1,1,30,68446,1,3,0,2
90423,0,0,0,32,9846,1,5,1,3
90424,0,1,0,45,16284,6,2,9,2
90425,0,0,1,45,204035,2,8,0,1
90426,0,0,0,39,447794,2,12,11,2
90427,0,0,1,32,265884,4,18,0,2
90428,0,1,1,42,20017,3,5,2,2
90429,1,0,0,35,23018,4,14,0,3
90430,0,0,1,37,175753,2,3,0,2
90431,1,1,0,57,22949,3,14,0,2
90432,0,0,1,48,610191,2,2,0,2
90433,0,0,1,29,118206,1,3,1,2
90434,1,1,1,32,495071,3,1,0,2
90435,0,1,1,38,241285,3,14,6,3
90436,0,0,0,46,94023,2,8,12,2
90437,0,1,1,34,18732,3,4,10,1
90438,0,1,0,33,58000,7,3,3,2
90439,0,1,0,48,20089,2,3,4,2
90440,0,1,0,28,14175,2,1,0,3
90441,0,1,1,34,18273,5,13,9,2
90442,0,1,1,39,319786,2,5,0,2
90443,0,0,0,43,512693,1,3,0,3
90444,0,1,1,33,722726,2,3,1,2
90445,0,0,1,32,41547,2,16,10,2
90446,0,0,1,31,15347,5,0,0,2
90447,0,1,1,43,388236,1,8,7,2
90448,0,0,1,36,219309,2,3,0,2
90449,0,1,1,27,16712,3,2,0,2
90450,0,1,1,36,44171,1,3,1,2
90451,0,0,1,28,19338,2,2,12,2
90452,1,1,1,30,51529,2,2,2,2
90453,0,0,1,27,450975,2,16,3,2
90454,1,0,1,48,21894,2,16,1,2
90455,0,0,1,32,20619,2,3,0,3
90456,0,1,0,31,24680,2,9,10,1
90457,1,0,1,47,24504,4,4,0,2
90458,0,1,1,21,859346,2,2,0,1
90459,0,1,0,33,22065,2,3,0,2
90460,0,1,1,27,189715,8,4,4,2
90461,0,1,1,35,497066,2,5,0,3
90462,0,0,1,31,13784,2,2,12,2
90463,0,0,0,35,21352,5,13,0,2
90464,1,0,1,53,23197,5,5,6,2
90465,0,1,1,27,23489,3,4,0,3
90466,0,0,0,39,198730,5,13,0,2
90467,0,0,1,49,769047,1,5,0,2
90468,0,1,1,42,385829,4,3,2,2
90469,0,0,1,35,21957,1,4,1,1
90470,0,0,1,39,19930,3,3,0,3
90471,0,1,1,34,18072,2,5,0,3
90472,0,1,1,52,31058,1,2,10,2
90473,0,1,1,39,503204,3,9,0,1
90474,0,1,1,42,574156,2,4,0,2
90475,0,1,1,29,7572,2,8,0,2
90476,0,0,1,31,18822,2,3,5,3
90477,0,0,1,34,23558,5,7,0,2
90478,0,1,1,25,21202,1,5,0,2
90479,0,1,1,32,223096,2,16,0,2
90480,0,1,1,32,12805,4,6,2,2
90481,0,1,0,27,67527,2,3,0,2
90482,0,0,0,48,21424,2,4,11,2
90483,0,1,1,39,18797,2,5,11,4
90484,0,1,1,35,18502,2,4,4,4
90485,0,1,1,28,68094,1,5,8,2
90486,0,0,1,50,491532,5,20,0,2
90487,0,1,1,32,93626,2,8,0,1
90488,0,0,0,33,20763,6,4,4,2
90489,0,1,1,44,10259,2,8,0,2
90490,1,1,0,50,18615,3,6,0,2
90491,0,0,1,35,60690,7,3,0,1
90492,0,0,1,46,8671,5,10,2,3
90493,1,1,1,29,23725,2,3,13,3
90494,0,0,1,53,442581,3,9,6,3
90495,0,0,1,28,21470,2,15,3,2
90496,1,0,0,42,23058,4,5,6,2
90497,0,0,0,35,19133,2,12,0,2
90498,0,0,1,32,15097,3,2,0,3
90499,0,1,1,31,353218,3,1,0,2
90500,0,1,1,35,324750,4,14,8,2
90501,0,0,0,33,572970,3,4,0,2
90502,0,0,1,51,143817,1,2,7,2
90503,0,0,1,35,210103,6,21,3,2
90504,0,0,1,44,680775,2,4,3,1
90505,0,1,1,36,218130,8,13,12,3
90506,1,1,1,36,444976,3,6,3,3
90507,0,0,0,35,17229,1,2,3,2
90508,0,1,0,47,578209,2,8,0,4
90509,0,0,0,57,23906,1,4,5,2
90510,0,0,0,51,156984,5,2,1,3
90511,0,0,1,51,484013,5,1,2,4
90512,0,1,1,45,257372,2,4,8,2
90513,0,0,1,42,45331,5,3,14,2
90514,0,1,1,34,19657,6,4,3,2
90515,0,0,0,34,20453,1,2,1,2
90516,0,0,1,35,22556,1,13,1,3
90517,0,0,1,35,556016,2,14,0,2
90518,0,0,0,30,20060,4,7,0,2
90519,0,1,1,33,24015,1,4,10,2
90520,0,1,1,38,596876,4,11,8,2
90521,0,1,1,44,53998,2,10,0,3
90522,0,0,1,35,21316,3,3,3,1
90523,0,1,1,35,136152,2,18,5,2
90524,1,0,1,26,22617,2,3,5,3
90525,0,1,1,54,15501,2,3,3,3
90526,0,0,1,43,192311,7,3,0,4
90527,0,1,1,34,119711,2,1,5,2
90528,0,1,1,32,443228,5,18,1,2
90529,0,1,1,59,460779,1,13,0,2
90530,1,1,1,35,12919,2,21,0,2
90531,0,1,1,34,581758,2,3,16,2
90532,0,0,1,41,42812,3,2,14,3
90533,0,0,0,53,504691,2,3,0,2
90534,0,1,1,32,491638,1,3,2,2
90535,0,1,0,22,605326,4,3,3,2
90536,0,1,0,41,154287,3,15,1,3
90537,0,1,1,40,78989,2,5,6,2
90538,0,0,1,51,13354,5,4,2,3
90539,0,1,1,29,12275,1,4,0,2
90540,1,1,1,45,46790,2,6,0,2
90541,0,1,1,35,70203,4,3,4,2
90542,0,0,1,35,23762,1,2,0,4
90543,0,1,1,30,21989,1,3,0,3
90544,0,0,1,37,16222,3,3,0,2
90545,0,0,0,49,43973,5,11,0,2
90546,0,0,1,56,13339,4,5,0,2
90547,0,1,0,26,98805,4,5,0,4
90548,0,0,1,29,24438,3,8,0,2
90549,0,0,0,47,12919,3,6,0,3
90550,0,0,1,42,19648,3,7,8,2
90551,0,1,1,26,35187,2,3,0,2
90552,0,1,1,28,13643,2,2,3,2
90553,0,0,1,52,22398,1,8,9,2
90554,1,0,0,42,23352,2,9,0,1
90555,0,1,1,53,11353,3,4,0,2
90556,0,1,1,22,22246,2,16,0,3
90557,0,1,1,22,23823,4,7,0,3
90558,0,0,1,24,50888,1,4,1,2
90559,0,1,0,30,23643,1,8,0,3
90560,1,0,0,42,24126,2,3,9,2
90561,1,0,0,32,38943,2,12,6,2
90562,0,1,1,35,11295,7,14,5,2
90563,0,0,1,35,23786,1,3,2,2
90564,0,0,1,34,24555,2,4,7,2
90565,0,0,1,37,13319,5,26,6,2
90566,0,1,0,55,233999,3,24,1,2
90567,0,1,1,34,19468,2,7,0,2
90568,0,0,1,25,15390,2,4,0,2
90569,0,0,1,28,97040,3,12,10,2
90570,0,1,1,30,20939,4,2,4,3
90571,0,0,1,34,20331,3,4,0,3
90572,0,1,1,36,66572,2,4,11,2
90573,0,0,1,26,34494,4,12,0,2
90574,0,1,1,35,471797,4,3,0,2
90575,0,1,1,39,728024,6,4,0,4
90576,0,1,0,34,210767,4,10,4,2
90577,0,0,1,37,285797,1,9,5,3
90578,0,1,1,57,123220,2,9,0,3
90579,0,1,1,28,108997,2,4,0,1
90580,0,0,1,54,688652,2,9,7,2
90581,0,0,1,33,291548,2,25,5,2
90582,0,1,1,31,22724,1,3,5,3
90583,0,0,0,56,56420,4,0,9,2
90584,0,1,0,34,97573,4,2,1,2
90585,0,1,1,41,3082,5,7,0,2
90586,0,0,0,30,15721,2,4,6,2
90587,0,1,1,31,527793,2,4,6,1
90588,1,0,0,32,26758,3,4,0,2
90589,0,1,0,34,19036,2,2,0,2
90590,0,0,1,32,24361,1,15,4,4
90591,0,0,0,37,233763,2,1,1,4
90592,0,0,0,32,24442,2,8,8,3
90593,0,0,1,30,20770,2,4,0,2
90594,0,1,1,34,19991,2,3,10,2
90595,0,0,1,31,670909,2,9,12,2
90596,0,0,0,34,478140,6,4,0,2
90597,0,1,1,29,92308,8,19,0,2
90598,0,1,1,38,110393,7,4,15,2
90599,0,1,1,38,70085,3,2,0,3
90600,0,0,0,36,442595,0,3,4,3
90601,0,1,1,40,23584,4,19,0,2
90602,0,0,1,57,24481,1,3,0,1
90603,0,0,1,32,425661,1,12,0,3
90604,0,1,1,41,104996,4,2,6,3
90605,0,1,0,33,123832,2,3,2,2
90606,0,0,0,25,23838,1,3,0,1
90607,0,1,1,65,416708,1,8,10,2
90608,0,1,0,58,10725,1,7,3,2
90609,0,1,0,55,15940,5,14,0,2
90610,0,0,1,41,20933,1,3,0,2
90611,0,0,0,48,309686,5,4,0,2
90612,0,1,1,35,24259,2,7,2,2
90613,0,1,1,47,19716,2,4,0,2
90614,0,1,1,50,311778,1,4,0,3
90615,0,1,0,39,24891,3,4,0,3
90616,1,1,1,35,207581,2,4,0,2
90617,0,0,1,41,22187,2,3,0,2
90618,0,1,1,43,564244,2,4,6,4
90619,1,1,0,34,222973,2,4,1,2
90620,0,0,0,33,16704,5,22,0,1
90621,0,0,1,38,707476,1,10,0,2
90622,0,1,1,32,129272,2,4,0,3
90623,0,1,0,53,18699,2,2,4,2
90624,1,1,0,37,68849,1,13,12,2
90625,1,0,0,46,15529,1,4,0,3
90626,0,0,0,38,200493,2,3,4,2
90627,0,0,1,50,16750,2,3,0,3
90628,0,0,1,34,23194,1,4,0,1
90629,0,1,1,29,403656,1,2,3,2
90630,0,0,0,29,16739,5,4,5,2
90631,0,1,1,42,22634,2,2,4,2
90632,0,0,1,31,17981,2,2,2,2
90633,0,0,1,46,19098,1,6,0,2
90634,0,0,1,32,11918,3,10,0,3
90635,0,1,1,46,414215,1,7,6,1
90636,0,0,1,31,104864,5,3,0,2
90637,0,0,0,28,90327,2,16,1,2
90638,1,1,1,33,52636,4,12,3,3
90639,1,1,0,34,22147,5,2,0,2
90640,0,1,1,32,22595,2,10,5,1
90641,0,1,1,30,12634,2,2,5,3
90642,0,1,1,48,17609,3,14,0,3
90643,1,1,1,26,14562,1,10,2,3
90644,0,0,1,53,431756,3,3,0,2
90645,0,0,1,52,188473,2,8,9,2
90646,0,0,1,40,14949,3,4,0,2
90647,0,1,1,58,15831,1,11,0,2
90648,0,0,1,36,21194,1,4,1,2
90649,1,1,1,45,434943,3,3,0,2
90650,0,1,0,24,18830,7,3,9,3
90651,0,1,1,36,13498,1,8,0,3
90652,0,1,0,36,123888,3,8,8,3
90653,0,1,0,35,19729,2,10,7,1
90654,1,0,0,27,19585,5,3,0,2
90655,0,1,1,29,259500,1,3,0,2
90656,0,0,1,35,22032,4,3,2,1
90657,0,0,1,51,21054,2,20,0,2
90658,0,1,0,40,22886,4,9,2,4
90659,0,0,1,25,23027,2,12,2,2
90660,0,0,0,27,18445,1,10,0,3
90661,1,1,1,33,12740,2,12,6,3
90662,0,0,1,39,16587,1,3,0,2
90663,0,0,1,38,263266,2,2,5,3
90664,0,1,1,39,24793,1,14,3,2
90665,0,1,0,62,131058,1,8,0,2
90666,1,0,1,42,61471,1,12,8,3
90667,0,0,1,50,362071,2,3,0,2
90668,0,1,1,34,24748,3,18,0,2
90669,0,0,0,44,233210,2,4,4,2
90670,0,0,1,38,606546,3,2,0,2
90671,0,0,1,51,44987,4,7,0,3
90672,0,0,1,53,16379,1,3,0,3
90673,0,1,0,28,10702,4,7,4,3
90674,1,1,0,39,19121,4,3,0,2
90675,0,0,1,31,21984,1,3,0,3
90676,0,0,1,38,154587,4,10,7,2
90677,0,1,1,36,17113,1,17,0,2
90678,0,1,1,32,152164,4,7,9,3
90679,0,0,1,35,13575,2,4,15,2
90680,0,0,1,52,163896,5,6,2,3
90681,0,1,1,57,231935,3,2,4,3
90682,0,1,0,32,137458,2,7,6,3
90683,0,1,0,31,91323,3,7,0,3
90684,0,0,1,34,17262,2,3,7,2
90685,0,0,1,45,24944,3,3,1,2
90686,0,1,1,42,248859,1,3,3,2
90687,1,0,1,27,23271,2,3,0,2
90688,0,0,1,34,92643,1,5,5,2
90689,0,0,1,19,422281,2,10,9,1
90690,0,0,1,33,800405,2,13,0,2
90691,0,1,0,31,15102,2,5,0,2
90692,0,1,0,48,170392,4,3,5,2
90693,0,1,1,34,15255,1,4,0,3
90694,0,0,1,37,24177,5,3,0,2
90695,0,1,1,38,198205,2,8,0,2
90696,0,1,0,41,37332,2,2,0,2
90697,0,0,0,44,357437,5,11,0,2
90698,0,1,1,39,19266,2,6,0,2
90699,0,1,1,48,1871,2,13,0,2
90700,0,0,1,38,234758,2,2,9,2
90701,0,1,0,47,486937,2,15,4,2
90702,0,1,1,59,19627,1,6,1,2
90703,0,1,1,30,16645,2,4,11,2
90704,0,1,0,35,268907,1,3,5,2
90705,1,1,1,40,24906,2,11,2,3
90706,0,0,0,45,9028,6,4,4,2
90707,0,1,1,36,289647,3,3,5,2
90708,0,1,1,34,21533,2,14,0,2
90709,0,0,1,34,14182,6,1,1,2
90710,0,1,1,33,57286,3,7,0,3
90711,0,0,1,50,23891,2,6,12,2
90712,0,1,1,34,79100,3,3,5,3
90713,0,1,1,30,19658,1,14,1,1
90714,0,1,0,33,95822,2,3,0,2
90715,0,1,1,44,906693,4,7,0,1
90716,0,1,1,41,266644,1,9,0,2
90717,0,0,0,32,19225,2,3,0,2
90718,0,1,1,35,21915,4,4,0,2
90719,1,0,0,22,22789,11,6,0,1
90720,0,1,1,28,22152,2,4,3,1
90721,0,0,1,22,19539,2,10,5,2
90722,0,0,1,44,16205,2,11,0,2
90723,0,1,1,34,566193,1,2,6,2
90724,0,0,1,41,247060,1,4,0,4
90725,0,1,1,46,241624,2,6,3,3
90726,0,0,1,49,100413,4,14,6,2
90727,0,1,1,30,15612,2,4,0,4
90728,0,1,1,33,488478,4,3,2,4
90729,0,1,1,34,142507,1,6,5,3
90730,0,1,1,36,11272,2,6,0,2
90731,0,1,1,53,102832,2,4,3,3
90732,0,1,1,32,186970,1,4,1,2
90733,0,0,0,32,115180,1,3,6,4
90734,0,1,1,49,19712,2,8,0,3
90735,0,1,1,42,223873,6,15,0,3
90736,0,1,0,49,527023,4,4,6,3
90737,0,0,1,44,228416,6,14,10,2
90738,0,1,1,29,464163,2,3,16,3
90739,0,0,0,36,129478,2,6,9,3
90740,0,1,1,33,447089,3,25,4,2
90741,0,0,0,15,6752,5,3,0,2
90742,0,1,1,33,147277,3,5,1,3
90743,0,1,1,56,16178,1,4,1,2
90744,0,1,1,36,16918,3,3,0,3
90745,0,1,1,41,21478,2,4,4,2
90746,0,0,1,34,157675,4,2,8,3
90747,0,0,1,45,48184,4,12,0,2
90748,0,0,1,39,21399,2,8,0,2
90749,0,0,0,21,15109,3,1,9,2
90750,0,0,1,15,532317,2,3,0,4
90751,0,0,1,34,15623,2,3,0,1
90752,0,0,1,34,161619,2,4,0,2
90753,1,0,0,28,24044,1,6,0,2
90754,1,1,1,31,255585,0,3,3,2
90755,0,0,1,37,14359,4,4,2,1
90756,0,1,1,33,34102,4,16,5,4
90757,0,0,1,59,24659,2,3,0,3
90758,0,0,0,31,13150,1,4,9,2
90759,0,1,1,31,56748,3,6,0,2
90760,0,1,1,29,109308,2,13,0,3
90761,0,0,0,47,20849,4,3,0,2
90762,0,0,1,43,288651,6,15,0,3
90763,0,0,1,39,20043,1,3,0,2
90764,0,1,0,40,10389,2,3,4,2
90765,1,0,0,32,13379,3,21,4,2
90766,0,1,1,31,195031,1,3,0,5
90767,0,0,1,33,21628,2,3,0,4
90768,0,0,1,40,19465,2,5,14,2
90769,0,1,1,24,21946,1,9,2,2
90770,0,0,0,27,21604,2,4,1,2
90771,0,0,1,38,419577,3,15,6,2
90772,0,1,1,59,26209,2,17,9,2
90773,0,1,0,51,93817,2,19,0,4
90774,0,1,1,31,453990,1,8,0,2
90775,0,1,1,32,24911,1,7,8,3
90776,0,0,1,45,194236,1,20,12,2
90777,0,1,0,50,14479,7,3,5,2
90778,0,1,1,60,47473,3,20,0,2
90779,0,1,1,32,19969,3,10,8,2
90780,0,0,1,46,22310,3,3,2,3
90781,0,0,0,49,20414,4,6,0,2
90782,0,0,1,33,116600,2,13,4,2
90783,0,0,1,51,200089,2,3,0,2
90784,0,1,1,57,45112,3,3,0,5
90785,0,1,0,50,16876,2,8,1,2
90786,0,1,1,30,19591,2,3,3,2
90787,0,0,1,30,12792,7,6,0,2
90788,0,0,1,31,12120,5,4,7,3
90789,0,1,1,29,21081,2,12,5,3
90790,0,1,0,35,181275,2,9,0,2
90791,0,0,1,30,15019,3,4,5,3
90792,0,1,1,28,159344,3,3,0,2
90793,0,1,0,49,22295,3,10,0,2
90794,0,1,1,29,224882,2,4,7,3
90795,0,0,1,32,277257,2,4,0,3
90796,0,1,1,34,20925,3,15,6,3
90797,0,1,1,32,69866,3,8,3,2
90798,0,1,1,46,21549,4,2,0,3
90799,0,0,1,30,143992,3,9,9,2
90800,0,0,1,33,20897,1,1,0,2
90801,0,1,0,48,41963,2,2,0,2
90802,0,0,0,53,23901,8,2,0,2
90803,1,1,1,37,851631,4,11,12,2
90804,0,1,1,28,331985,2,13,2,1
90805,1,0,1,27,388633,2,3,4,2
90806,0,1,0,29,18559,2,4,19,3
90807,0,1,0,48,22873,4,4,0,2
90808,0,0,1,33,12251,6,3,8,2
90809,0,0,1,32,73465,1,4,0,1
90810,0,0,1,29,198033,1,2,0,2
90811,0,1,1,48,110127,3,4,6,2
90812,0,0,1,18,40890,1,3,3,2
90813,0,0,1,34,785,1,4,7,4
90814,0,0,0,64,22717,2,24,0,2
90815,0,1,1,35,283789,5,3,2,2
90816,0,1,1,33,20089,2,4,0,2
90817,0,0,0,32,98143,1,3,0,2
90818,0,1,1,31,16461,1,14,0,3
90819,0,1,1,28,23331,4,3,5,2
90820,0,0,1,29,149218,1,4,0,2
90821,0,1,1,23,22915,3,9,1,2
90822,0,0,1,48,12402,3,9,0,2
90823,0,0,1,31,14492,3,3,0,2
90824,0,0,0,43,14345,2,5,10,2
90825,0,1,1,28,22366,2,3,0,2
90826,0,1,1,44,325498,5,4,7,1
90827,0,0,1,30,295690,7,3,0,2
90828,0,0,1,55,160901,6,9,12,2
90829,0,1,1,32,21140,2,3,0,2
90830,0,0,0,45,701582,7,3,5,3
90831,0,1,1,29,20420,3,3,1,2
90832,0,0,1,27,17841,2,3,0,2
90833,0,0,1,31,23059,1,2,0,2
90834,1,1,1,43,70095,2,12,6,2
90835,0,1,1,32,131885,2,5,6,2
90836,0,1,0,26,23711,5,22,7,4
90837,0,0,1,53,21533,3,3,8,3
90838,1,0,1,32,331937,1,9,0,2
90839,0,0,1,32,30227,1,5,8,2
90840,0,1,1,35,20614,1,3,6,2
90841,0,0,1,45,7708,2,2,4,3
90842,0,1,1,22,23634,8,7,7,2
90843,0,1,1,35,2893,1,4,0,3
90844,0,0,0,56,583969,6,6,4,2
90845,0,1,0,48,49740,7,3,5,2
90846,0,0,1,30,96587,6,4,4,4
90847,0,0,1,30,22533,1,5,8,3
90848,0,0,1,39,20924,6,3,0,4
90849,0,1,1,30,192651,1,6,0,2
90850,0,1,1,36,64778,5,4,6,3
90851,0,0,1,37,17845,0,2,0,3
90852,0,1,1,30,208605,2,8,14,2
90853,0,1,1,60,16254,2,6,0,2
90854,0,1,1,33,207155,3,22,2,2
90855,0,0,1,43,525629,4,12,0,2
90856,0,1,1,28,419129,2,6,11,3
90857,0,0,0,44,6335,2,-1,0,3
90858,1,1,0,30,206732,1,5,0,2
90859,0,0,1,34,20629,2,22,9,1
90860,1,0,1,42,230226,3,9,4,2
90861,1,1,1,36,443690,1,14,3,3
90862,0,0,1,32,76801,1,3,10,3
90863,0,1,1,36,127608,2,15,5,2
90864,0,0,1,47,61433,3,5,0,2
90865,0,0,1,32,13028,2,14,3,3
90866,0,1,1,35,18242,4,2,9,1
90867,0,1,1,32,18311,2,2,15,4
90868,0,1,1,61,212740,3,4,3,2
90869,0,1,1,34,29997,1,1,0,2
90870,0,0,1,31,343243,6,12,0,3
90871,0,1,1,35,637734,1,7,0,2
90872,0,0,1,44,22003,2,7,0,3
90873,0,1,0,26,22769,4,9,11,2
90874,1,1,1,23,142599,4,3,7,2
90875,0,1,1,41,7075,1,13,6,2
90876,0,0,1,36,310100,2,9,0,2
90877,0,0,1,51,10753,3,3,0,2
90878,1,0,0,33,14329,3,3,2,2
90879,1,0,0,30,504429,3,3,1,3
90880,0,0,1,47,82831,5,17,0,1
90881,0,1,1,34,153914,6,4,0,1
90882,0,0,1,56,15597,1,13,0,2
90883,0,0,1,39,566059,3,3,0,2
90884,0,0,1,35,202311,0,6,15,2
90885,0,0,0,49,12199,4,2,10,2
90886,0,0,0,32,289960,2,0,0,2
90887,0,1,1,25,187458,3,3,9,2
90888,0,1,1,35,22332,4,4,3,2
90889,0,0,0,23,7522,6,4,4,3
90890,0,1,1,57,18949,2,3,0,2
90891,0,0,1,38,286513,3,14,0,2
90892,0,1,1,31,10818,1,17,0,3
90893,0,0,0,38,15196,5,3,0,2
90894,0,1,0,54,344719,1,5,0,3
90895,0,0,1,36,22863,1,2,0,2
90896,0,0,0,47,7477,2,2,1,4
90897,0,0,1,49,65723,5,4,0,2
90898,1,1,1,34,13914,1,4,0,2
90899,0,1,0,40,409812,2,9,5,2
90900,0,1,1,32,18384,2,4,11,2
90901,0,0,0,34,492275,5,3,3,2
90902,0,0,1,30,23849,6,3,9,3
90903,0,0,1,53,130832,2,3,0,2
90904,1,0,0,23,17706,1,20,0,3
90905,0,0,1,50,20199,2,15,5,2
90906,0,1,1,38,11919,2,1,0,2
90907,0,0,1,32,21668,1,11,9,1
90908,0,0,1,50,136767,5,9,0,2
90909,0,1,0,35,121647,2,3,1,4
90910,0,0,1,42,182322,1,2,8,3
90911,0,0,0,23,18878,3,12,0,2
90912,0,1,1,36,71267,5,6,5,2
90913,0,0,1,23,11401,4,2,12,2
90914,0,0,0,23,24895,2,4,5,2
90915,0,1,1,36,10830,2,3,3,2
90916,0,0,1,31,24613,3,3,0,3
90917,0,0,0,32,173809,3,7,0,2
90918,0,1,1,63,7571,4,22,7,3
90919,0,0,1,31,24286,2,3,1,3
90920,0,0,1,32,11986,2,5,0,2
90921,1,1,0,30,87437,4,13,0,2
90922,0,0,1,41,20789,2,4,0,2
90923,0,1,1,34,20037,3,4,3,2
90924,0,1,1,30,661845,1,10,2,3
90925,0,0,1,32,37785,2,6,6,3
90926,0,0,1,42,18271,3,2,3,3
90927,0,1,1,29,19130,1,4,3,3
90928,1,0,0,30,531332,1,11,0,2
90929,0,0,1,46,106961,2,7,0,2
90930,0,1,1,31,363393,1,5,7,2
90931,0,1,1,26,324534,2,10,0,2
90932,0,1,1,35,19360,2,4,0,2
90933,1,1,0,52,4388,4,8,4,2
90934,0,1,0,41,16169,1,4,0,4
90935,0,0,1,32,182403,2,3,0,2
